0	0.00	241.38
319	93.40	230.32
407	112.18	225.52
442	140.28	222.66
705	311.93	208.16
713	319.17	188.79
749	351.32	186.58
1156	676.83	164.80
1198	704.65	165.14
1199	705.54	172.11
1215	715.80	160.99
1262	751.16	154.35
1394	868.21	143.57
1439	890.53	163.81
1483	920.60	143.31
1518	923.41	125.16
1543	939.90	143.52
1633	1014.69	118.82
1824	1147.31	111.12
1830	1151.93	111.36
1870	1176.19	101.78
2129	1414.37	73.31
2254	1530.41	46.38
2263	1535.45	74.52
